ResponseID,Interface,Webam,IPAddress,StartDate,EndDate,Randomcode,Browser Meta Info-Browser,Browser Meta Info-Version,Browser Meta Info-Operating System,Browser Meta Info-Screen Resolution,Browser Meta Info-User Agent,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Which locations for the marketing campaign has been discussed?-Bus stop near the courthosue,Which locations for the marketing campaign has been discussed?-Meeting point in the park,Which locations for the marketing campaign has been discussed?-Billboard next to the highway,Which locations for the marketing campaign has been discussed?-Local newspaper,Which locations for the marketing campaign has been discussed?-Baseball stadium,Which locations for the marketing campaign has been discussed?-Shopping mall entrance,LocationCheck,Please describe in a few sentences what you saw person A doing:,Please describe in a few sentences what you saw person B doing:,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Polite,Acceptable,ObviousMe,ObviousA,EngagementA,EngagementB,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",EyeContact,FeelingEngagedB,IdeaB,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",searching for other locations for the advertising campaign.,reading a personal email.,browsing Facebook.,AvgWork,listening to person A.,reading a work-related email from another co-worker.,chatting with another co-worker.,AvgPersonal,chatting with a friend.,focusing on the document person A is talking about.,AvgMeeting,looking at a document for another project.,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Please explain in a few sentences how obvious it was to you that person B was recorded with diffe...,How many times switched the recording of person B to another webcam?,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Gender,What is your age?,VCExperience,LocationLatitude,LocationLongitude
R_ysGIuG8rbefnpcZ,bigsmall,control,50.118.172.196,9/15/2015 17:47,9/15/2015 17:49,8385happy,Firefox,40,Windows NT 6.1,1366x768,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,8.997,8.997,12.824,1,0.862,8.534,32.431,3,,1,1,,1,,,magi a work,talking about he work,1.395,3.186,3.687,6,3,2,3,3,3,2,0.912,2.405,2.847,4,2,3,3,1.87,5.581,6.562,9,3,2,3,,3,2,4,,3,3,,3,,,,,,,0.766,9.014,9.831,5,1,2,4,37.33380127,-121.8914948
R_5d9w9OkyxyaHsLX,bigsmall,control,200.82.184.70,9/15/2015 17:47,9/15/2015 17:54,5391happy,Firefox,40,Windows NT 6.1,1024x600,Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,72.025,0,3.324,14.365,9.636,7,,1,,1,1,,,happy,happy,1.672,8.138,9.028,8,4,4,4,3,3,3,38.836,40.402,42.043,4,4,4,4,15.877,21.413,22.508,7,4,4,4,,4,4,4,,4,4,,4,,,,,,,1.808,13.683,16.671,4,1,2,5,10.63169861,-71.64060211
R_3npXbGNl5FqXbYX,bigsmall,control,66.192.17.170,9/15/2015 19:41,9/15/2015 19:48,7152happy,Chrome,45.0.2454.85,Windows NT 10.0,1024x768,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",1.999,77.75,78.38,2,1.735,24.074,31.328,8,1,,1,,1,,,talking to b,listening to  a,233.455,246.709,247.185,8,4,4,4,4,4,4,6.013,12.504,13.023,3,4,4,4,2.681,17.588,18.287,12,3,3,3,,4,3,3,,3,3,,3,,,,,,,3.962,10.168,10.706,5,1,5,2,28.00100708,-82.40129852
R_sMDod8jL0YFcOGt,bigsmall,control,199.115.114.229,9/15/2015 20:34,9/15/2015 20:39,9377happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",78.582,78.582,79.925,1,6.552,117.036,119.535,9,,1,,,1,1,,Relate targeted sites,answer,7.379,11.695,14.379,6,4,3,5,2,3,4,2.123,4.262,6.113,4,5,2,4,0.615,4.834,10.126,6,4,2,1,,4,2,4,,2,3,,5,,,,,,,1.597,7.743,10.057,3,1,3,3,38.79319763,-77.53659821
R_24x5xeSpspy2EKQ,bigsmall,control,50.135.225.35,9/15/2015 20:59,9/15/2015 21:02,4666happy,Firefox,40,Windows NT 6.1,1920x1080,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,75.27,0,3.595,31.948,41.23,5,1,,1,,1,,,describing where to potentially put advertisin,listening mostly to the other person,7.04,19.224,20.198,7,4,5,1,1,5,5,6.889,9.712,10.575,3,4,5,5,3.261,12.805,13.643,10,1,1,1,,5,1,1,,1,5,,1,,,,,,,1.128,5.136,6.707,3,2,5,4,47.55270386,-122.1479034
R_3JkL4BPLT7kYoQr,bigsmall,control,68.98.112.175,9/15/2015 20:58,9/15/2015 21:03,1775happy,Chrome,43.0.2357.124,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",15.141,15.141,75.967,1,11.785,25.247,29.317,3,,1,,,1,1,,hablar,hablar,2.95,7.095,8.146,7,5,4,5,4,5,4,1.13,2.112,2.871,3,5,4,5,1.336,3.759,11.804,7,5,4,5,,4,5,4,,5,4,,5,,,,,,,2.392,18.371,19.823,3,1,2,6,33.62989807,-112.1334
R_31Zyj2hrWQVR1Xl,bigsmall,control,68.98.112.175,9/15/2015 21:09,9/15/2015 21:11,7489happy,Chrome,43.0.2357.124,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",0,0,72.624,0,1.505,8.853,12.154,5,1,,1,,1,,,look,look,1.309,4.279,4.84,7,4,3,4,5,4,5,0.765,2.061,2.631,4,5,4,5,1.478,5.062,5.528,9,5,4,5,,4,5,5,,5,4,,5,,,,,,,1.267,6.117,6.982,4,1,2,6,33.62989807,-112.1334
R_1owlevCf1dsXQLC,bigsmall,control,54.174.77.195,9/16/2015 0:00,9/16/2015 0:06,5154happy,Firefox,40,Windows NT 6.1,1366x768,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,13.79,79.808,80.984,2,4.705,70.756,73.656,8,1,,1,,1,,,talking about a marketing campaign,listening to person A,9.335,27.055,29.103,6,5,5,2,1,5,5,9.32,16.96,18.252,3,5,5,5,12.933,50.014,51.908,12,2,1,1,,5,1,1,,1,2,,1,,,,,,,1.67,13.341,20.038,3,1,6,2,39.04370117,-77.48750305
R_RVW5ensI5liac6J,bigsmall,control,38.132.105.101,9/16/2015 3:41,9/16/2015 3:57,4437happy,Chrome,45.0.2454.85,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,88.923,0,39.119,681.446,689.533,6,1,,1,1,,,,questioning to person B,answering to person A,2.936,5.374,7.309,6,4,4,5,3,4,5,4.241,5.698,6.846,3,5,5,5,5.833,25.653,27.053,8,4,5,5,,5,5,5,,4,5,,5,,,,,,,95.902,102.456,103.955,4,1,2,3,38,-97
R_10opQ4wXXbZeAq1,bigsmall,control,98.193.72.3,9/16/2015 6:13,9/16/2015 6:18,8006happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,73.737,0,6.002,55.018,82.042,5,1,,1,1,,,,"Person A was doing all the talking, explaining to person B what locations she wanted to use.","Person B was doing all the listening, occasionally agreeing with A.",4.047,24.969,26.422,6,4,4,2,2,5,4,7.535,17.775,18.617,3,4,4,4,12.2,42.099,42.984,10,2,3,3,,4,3,2,,2,4,,3,,,,,,,1.281,6.813,9.066,3,1,4,1,39.59249878,-86.11109924
R_22LhJCOP90SeJ6c,bigsmall,control,73.225.178.28,9/16/2015 6:34,9/16/2015 6:38,9434happy,Firefox,40,Windows NT 6.1,1024x768,Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,78.98,0,11.503,49.127,51.912,7,1,,1,,1,,,just sitting there,just sitting there,5.365,24.87,26.593,7,5,5,1,1,5,5,11.556,15.98,16.924,3,5,5,5,9.023,25.103,27.125,9,3,3,3,,5,3,3,,3,3,,3,,,,,,,1.905,9.62,12.272,3,2,5,1,47.6914978,-117.3880997
R_2AH9J26SxhbcUP8,bigsmall,control,108.59.2.230,9/14/2015 16:37,9/14/2015 16:42,5276happy,Firefox,37,Android,360x640,Mozilla/5.0 (Android; Mobile; rv:37.0) Gecko/37.0 Firefox/37.0,0,0,126.952,0,8.99,15.1,18.491,5,1,,1,,1,,,she talk about 3 locations,answering the questions,7.523,21.829,22.986,8,4,3,3,3,4,4,2.385,5.62,6.706,4,4,3,4,3.539,16.914,18.324,9,4,4,3,,4,3,5,,3,3,,4,,,,,,,5.957,14.321,16.404,5,1,3,4,,
R_247Zq4su0Gu1hx1,bigsmall,control,198.186.193.94,9/14/2015 16:45,9/14/2015 16:48,9597happy,Chrome,45.0.2454.85,Windows NT 6.2,1366x768,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,103.8,0,8.033,10.299,20.353,2,,,,1,1,1,,sitting,sitting and doing actions,1.076,2.477,3.566,7,3,3,3,3,3,3,1.03,1.526,2.457,3,3,3,3,1.296,7.022,8.098,11,3,3,4,,3,4,4,,4,4,,4,,,,,,,0.844,5.22,5.95,3,1,3,7,,
R_1QEKQGc1HMSgws8,bigsmall,control,207.244.77.8,9/14/2015 17:09,9/14/2015 17:13,7742happy,Chrome,42.0.2311.90,Windows NT 6.1,1280x1024,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36",25.446,59.031,71.043,3,1.598,49.575,55.721,6,1,,1,,1,,,A person is saying some ideas about billboards.,The person B only listen,2.267,14.331,14.703,8,4,4,2,2,4,4,4.178,8.214,9.374,5,4,4,4,2.11,13.083,13.696,10,3,2,2,,5,2,2,,1,5,,1,,,,,,,1.119,3.625,4.711,3,1,2,1,,
R_1IZfMr0sFnh2Jps,bigsmall,control,216.104.35.84,9/14/2015 17:15,9/14/2015 17:33,8612happy,Firefox,40,Windows NT 5.1,1366x664,Mozilla/5.0 (Windows NT 5.1; rv:40.0) Gecko/20100101 Firefox/40.0,27.182,390.429,417.783,8,15.188,270.398,271.537,10,1,,1,,1,,,She was describing three potential places they could show their ads.,She was listening to person A.,8.551,181.086,182.514,9,4,4,2,2,4,4,9.673,48.56,77.84,5,4,4,4,6.357,28.325,29.46,9,2,2,2,,4,3,2,,2,4,,3,,,,,,,2.42,14.542,15.004,5,2,3,4,,
R_w5eD0RhSrIng04p,bigsmall,control,71.168.241.145,9/14/2015 17:06,9/14/2015 17:36,7329happy,Chrome,45.0.2454.85,Windows NT 5.1,1024x768,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",123.912,185.859,187.066,2,4.662,174.924,177.902,12,1,,1,,1,,,She was giving details to #B.I  ASSUME AFTER DEATAILS SHE WILL GIVE INSTRUCTIONS,Just lisrening and staring ahead with several blinks,10.464,28.981,31.172,6,4,4,1,1,5,5,5.861,22.17,24.125,3,4,4,4,5.306,29.544,30.717,12,1,1,1,,5,1,1,,1,5,,1,,,,,,,1.704,22.991,24.617,6,1,5,2,,
R_SBN0mnJv36ZkPIt,bigsmall,control,23.92.220.51,9/14/2015 18:18,9/14/2015 18:24,4070happy,Firefox,40,Windows NT 5.1,1020x589,Mozilla/5.0 (Windows NT 5.1; rv:40.0) Gecko/20100101 Firefox/40.0,44.872,44.872,71.836,1,5.226,63.858,72.273,11,1,,1,,1,,,she listened,she spoke,4.562,22.219,25.199,13,4,4,3,2,3,3,4.835,5.45,6.801,3,3,4,3,1.542,17.111,19.727,14,3,4,2,,3,4,2,,3,3,,3,,,,,,,0.966,10.95,15.136,3,1,3,2,,
R_1hzlxqDxxT3JvOU,bigsmall,control,192.241.157.224,9/14/2015 20:05,9/14/2015 20:14,5230happy,Chrome,45.0.2454.85,Windows NT 6.3,1024x768,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",274.973,274.973,275.811,1,2.245,7.235,46.988,4,1,,1,,1,,,talking,hear,4.559,19.967,21.21,14,5,5,5,5,5,5,0.689,6.552,7.289,7,5,5,5,3.525,14.045,19.823,12,2,2,2,,2,2,2,,2,3,,2,,,,,,,0.88,3.702,5.725,3,1,2,2,,
R_2chJANyBwsH8lfP,bigsmall,control,67.248.253.125,9/15/2015 1:18,9/15/2015 1:21,2790happy,Chrome,45.0.2454.85,Windows NT 6.3,1280x720,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",9.369,21.003,116.228,2,2.609,4.081,12.992,2,1,,1,,,1,,she was sitting and listening,she was mostly talking,3.51,14.772,15.173,8,4,5,1,1,5,5,2.774,8.092,8.866,6,2,4,5,6.451,18.337,18.627,18,4,1,1,,5,3,1,,1,4,,3,,,,,,,5.726,12.378,13.254,7,2,3,4,,
R_2aKX55DgVyvzTrG,bigsmall,control,23.125.3.6,9/15/2015 9:02,9/15/2015 9:11,1204happy,Chrome,45.0.2454.85,Windows NT 6.3,1920x1080,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,86.332,0,5.992,34.498,56.363,4,1,1,1,,,,,I saw person A talking,I saw person B listening and looking at something.,11.289,28.739,30.016,7,5,5,1,1,5,5,45.829,55.733,120.301,4,4,5,5,8.042,34.213,35.314,10,1,5,5,,5,5,1,,1,5,,5,,,,,,,5.027,15.154,17.288,4,2,5,6,,
R_1dKwDSRYRDfczkZ,bigsmall,control,23.125.3.6,9/15/2015 9:12,9/15/2015 9:24,5150happy,Chrome,45.0.2454.85,Windows NT 6.3,1920x1080,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,113.551,0,2.384,3.605,5.369,3,1,1,1,,,,,Person A was just talking to Person B.,Person B appeared to be listening and staring at something.,3.5,24.376,25.437,6,5,5,4,1,5,5,48.137,58.25,59.272,4,1,5,1,7.001,23.165,24.098,10,4,5,5,,5,5,1,,1,5,,5,,,,,,,46.722,56.168,58.014,4,2,5,4,,
R_3nfmXxQlLugdGL4,bigsmall,control,190.53.106.191,9/14/2015 19:50,9/15/2015 13:10,5421happy,Chrome,47.0.2508.0,Windows NT 6.3,1024x768,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2508.0 Safari/537.36",74.114,74.114,76.402,1,2.13,5.505,16.969,4,1,,1,,1,,,talking,listening,1.221,3.803,4.467,6,3,3,3,3,3,3,6.019,24.882,25.634,7,3,3,3,4.335,42.404,43.187,21,3,3,3,,3,3,3,,3,3,,3,,,,,,,1.408,5.17,6.879,3,1,2,2,,
R_A4gBYINqhaBBhAt,bigsmall,control,50.118.172.37,9/22/2015 16:27,9/22/2015 16:32,4804happy,Chrome,45.0.2454.93,Windows NT 6.1,1024x600,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",13.683,97.448,98.435,5,17.433,59.128,61.55,9,1,1,,1,,,,un punto de encuentro,un punto de encuentro,6.531,17.009,19.58,8,4,5,4,5,4,5,1.82,5.285,7.033,4,5,4,5,4.792,16.001,17.034,11,5,4,5,,4,5,4,,5,4,,5,,,,,,,2.599,24.38,25.702,6,1,2,4,37.33380127,-121.8914948
R_8qZcfqSorp1rQ2t,bigsmall,control,96.250.81.151,9/22/2015 16:29,9/22/2015 16:34,6643happy,Chrome,45.0.2454.93,Windows NT 6.3,1920x1080,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,74.049,0,3.065,9.582,71.248,4,1,,1,,1,,,speaking to person b,listening to person a,6.808,27.231,28.67,6,5,5,2,2,5,5,5.649,17.537,19.031,4,4,4,3,10.443,34.571,35.81,9,3,4,2,,4,3,2,,2,4,,2,,,,,,,1.797,10.293,14.069,3,1,4,2,40.67260742,-73.53639984
R_2zGaqLGp7KVVduj,bigsmall,control,107.181.69.145,9/22/2015 16:39,9/22/2015 16:45,1565happy,Chrome,45.0.2454.93,Windows NT 6.1,1360x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",25.583,25.583,82.661,1,35.7,134.325,135.008,4,1,,1,,,1,,They were talking about steps,she sat listening to instructions,20.417,39.297,40.189,6,5,5,5,3,5,5,8.968,16.791,17.447,3,4,5,4,11.391,38.526,39.802,10,1,1,1,,5,1,1,,1,5,,1,,,,,,,1.31,13.856,15.196,3,1,3,2,32.58140564,-83.62860107
R_TiStFhqinc7sZ21,bigsmall,control,54.174.77.195,9/22/2015 16:42,9/22/2015 16:49,4615happy,Chrome,45.0.2454.93,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,159.656,0,8.862,69.141,81.119,6,1,,1,,1,,,Person A is explaining the email sent to person B about an ad campaign,Person B is listening to person A about the email sent by Person A,4.653,17.104,17.776,8,3,4,3,4,5,3,4.371,6.583,7.6,3,4,4,4,7.279,22.536,24.015,11,3,4,3,,4,3,3,,2,4,,3,,,,,,,1.011,9.7,11.035,3,1,4,5,39.04370117,-77.48750305
R_31sYzbR0Pcnp2DD,bigsmall,control,24.12.122.13,9/22/2015 16:46,9/22/2015 16:53,9367happy,Firefox,40,Windows NT 6.3,1366x768,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,56.088,80.507,81.941,8,14.11,23.683,26.205,6,1,,1,,1,,,speaking,listening,6.108,18.118,19.249,9,4,4,3,2,4,4,7.051,8.961,10.194,3,3,4,3,2.41,20.862,21.939,12,4,3,2,,4,3,2,,2,4,,3,,,,,,,57.876,70.72,73.513,7,2,4,6,42.35949707,-88.27339935
R_2zLSjKXkTcIWfEq,bigsmall,control,24.106.244.178,9/22/2015 16:55,9/22/2015 16:57,7297happy,MSIE,11,Windows NT 6.1,1920x1080,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; rv:11.0) like Gecko,72.298,72.298,73.607,1,1.79,5.6,14.399,4,1,,1,,1,,,talking,listening and acknowledging,3.464,11.225,12.702,12,4,4,1,1,4,4,2.532,3.137,3.858,3,4,4,4,3.912,16.979,17.261,12,2,2,2,,4,3,1,,1,4,,2,,,,,,,0.985,5.842,6.778,3,2,4,2,40.77879333,-82.4571991
R_eK7Nz6A8Bpf4ARf,bigsmall,control,207.244.72.195,9/22/2015 16:55,9/22/2015 17:07,7439happy,Chrome,45.0.2454.93,Windows NT 6.1,1024x600,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,338.718,0,2.012,154.34,161.743,8,1,,1,,1,,,Person A is assigning a task to the person B.,Person B is listening to what the person B says.,39.159,71.25,72.639,7,3,3,4,3,5,2,4.016,20.592,21.399,4,5,2,4,4.369,42.844,43.591,10,2,4,4,,4,3,2,,3,3,,4,,,,,,,1.566,14.731,19.415,3,1,3,4,38.79319763,-77.53659821
R_XoIKSCYtrYQe1I5,bigsmall,control,38.95.108.252,9/22/2015 17:06,9/22/2015 17:09,3689happy,Chrome,45.0.2454.93,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,79.622,0,11.172,38.004,44.515,4,1,1,,,1,,,talking to person B,talking to person A,4.945,9.724,10.598,6,3,4,3,2,4,3,1.679,2.602,3.366,3,2,3,3,5.258,11.475,12.431,10,4,3,4,,4,3,3,,4,2,,4,,,,,,,1.967,8.401,10.285,3,1,2,1,34.05220032,-118.2436981
R_3ptHjoBZcelcVhO,bigsmall,control,174.106.115.100,9/22/2015 17:10,9/22/2015 17:13,4228happy,Chrome,45.0.2454.93,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,71.653,0,1.714,19.409,42.368,5,1,,1,,1,,,"conferencing, talking, sending pics/email to Person B","conferencing, listening, minor talking, receiving viewing pics/email from person A, multitasking",2.335,9.02,9.623,6,4,4,4,3,4,4,4.566,6.188,7.503,3,4,4,4,4.683,14.479,15.532,9,3,4,3,,4,3,3,,3,4,,3,,,,,,,1.1,6.871,8.385,4,1,4,7,35.05700684,-79.01470184
R_2cAi2C8MEV8SnUT,bigsmall,control,50.118.172.94,9/22/2015 17:29,9/22/2015 17:32,5370happy,Chrome,45.0.2454.99,Windows NT 10.0,1440x900,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",0,0,71.997,0,6.328,11.791,27.528,4,1,,1,1,,,,talking,listening,3.675,6.277,6.855,6,4,4,3,3,4,4,0.888,2.084,2.636,4,4,3,4,1.407,5.251,5.822,10,4,4,4,,3,4,3,,3,3,,4,,,,,,,1.481,16.757,18.387,3,1,3,2,37.33380127,-121.8914948
R_1Mow3fyh22S2Jah,bigsmall,control,58.97.231.200,9/22/2015 17:41,9/22/2015 17:44,4153happy,Firefox,40,Windows NT 6.3,1366x768,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,80.059,0,2.038,7.965,9.209,8,1,1,,1,,1,,delivering her speech,was boserving person A,1.29,5.65,6.54,8,3,2,2,4,4,3,4.214,13.447,27.634,7,4,4,1,0.417,6.451,7.571,10,5,5,5,,5,4,4,,2,3,,2,,,,,,,1.238,7.214,8.965,3,1,4,3,23.72309875,90.40859985
R_2VfLRxUUmdPaYhK,bigsmall,control,69.174.165.177,9/22/2015 17:42,9/22/2015 17:45,7433happy,Chrome,45.0.2454.93,Windows NT 6.2,1366x768,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",2.576,74.062,76.764,3,9.281,16.824,30.361,4,1,,1,,,1,,Talking,Talking,11.114,18.06,20.062,7,4,4,2,2,4,4,2.706,6.07,7.435,3,4,4,3,4.172,14.713,15.379,9,2,2,2,,4,2,4,,3,4,,4,,,,,,,1.386,6.822,7.826,3,1,4,5,38.63890076,-87.52760315
R_2ONC2msfXOnBcgF,bigsmall,control,66.176.84.243,9/22/2015 17:38,9/22/2015 17:46,7053happy,Safari,8,Macintosh,1080x1776,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/537.16 (KHTML, like Gecko) Version/8.0 Safari/537.16",0,0,73.929,0,8.118,112.297,164.432,5,1,,,1,,1,,"Person A, was speaking about possible locations for new ads. She spoke only, making no hand movements, out anything.","Person B, was sitting and listening. She nodded a few times, but not much more.",7.316,35.2,36.55,6,5,5,1,1,4,4,5.724,19.934,21.808,3,4,4,4,10.154,40.586,41.995,9,2,3,2,,4,2,2,,2,4,,2,,,,,,,2.189,21.954,24.798,3,1,3,4,26.10009766,-80.27230072
R_1MQwmgOTnhBrIKl,bigsmall,control,129.49.162.230,9/22/2015 17:55,9/22/2015 17:58,8472happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,71.6,0,3.063,6.703,26.07,3,1,,1,1,,,,Person A was talking about a project,Person B was mostly listening and not saying much,2.737,14.045,14.748,6,3,3,4,4,5,2,8.459,13.506,14.175,3,4,2,3,5.553,22.297,23.328,10,3,4,4,,4,3,3,,3,4,,4,,,,,,,1.165,6.244,7.595,3,2,4,3,40.92230225,-72.63710022
R_2uPP7aSQ2zdP4s6,bigsmall,control,71.168.198.136,9/22/2015 17:52,9/22/2015 18:01,8308happy,Chrome,45.0.2454.99,Windows NT 5.1,1024x768,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",4.076,90.378,91.411,2,52.727,224.071,225.357,15,1,,1,,1,,,PERSON A was outlining a plan to B on an advertizeing project and describing the details,"On this one  she was just listening and saying YES,OK",21.232,39.087,40.647,6,5,4,1,1,4,4,10.507,18.952,20.003,4,4,4,4,6.346,42.318,43.255,12,1,1,1,,5,1,1,,1,4,,1,,,,,,,1.911,15.5,16.578,5,1,5,2,39.9571991,-74.91619873
R_C1B3Z0LmrUUGTmx,bigsmall,control,108.178.173.218,9/15/2015 18:19,9/15/2015 18:24,1025happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1200,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,75.653,0,10.793,17.962,67.276,2,1,,1,,,1,,A was doing most of the talking and she was very slow and very difficult to hear,"B was mostly listening and acknowledging A's statements with occasional ""OK's or uh huhs"".",5.667,23.417,24.187,6,5,4,2,2,4,4,7.725,16.863,17.75,4,4,4,4,5.565,22.52,23.315,9,1,1,1,,5,1,1,,1,3,,1,,,,,,,1.589,7.299,9.542,3,1,4,4,,
R_3rGwFGqbLGG04ei,bigsmall,control,47.21.152.61,9/22/2015 19:10,9/22/2015 19:14,9046happy,Chrome,45.0.2454.93,Windows NT 6.1,1360x765,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,72.948,0,1.307,5.137,34.462,4,1,,1,,1,,,Person A was describing potential sites that they will consider using,Person B was listening to the desriptions from Person A.,3.31,9.35,10.112,6,4,4,2,2,4,4,3.551,8.033,9.1,3,4,4,4,3.209,17.605,18.296,10,2,2,2,,4,2,2,,2,4,,3,,,,,,,0.911,6.783,8.182,6,1,4,4,40.65089417,-74.21649933
