ResponseID,Interface,Webcam,IPAddress,StartDate,EndDate,Randomcode,Browser Meta Info-Browser,Browser Meta Info-Version,Browser Meta Info-Operating System,Browser Meta Info-Screen Resolution,Browser Meta Info-User Agent,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Which locations for the marketing campaign has been discussed?-Bus stop near the courthosue,Which locations for the marketing campaign has been discussed?-Meeting point in the park,Which locations for the marketing campaign has been discussed?-Billboard next to the highway,Which locations for the marketing campaign has been discussed?-Local newspaper,Which locations for the marketing campaign has been discussed?-Baseball stadium,Which locations for the marketing campaign has been discussed?-Shopping mall entrance,LocaitonCheck,Please describe in a few sentences what you saw person A doing:,Please describe in a few sentences what you saw person B doing:,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Polite,Acceptable,ObviousMe,ObviousA,EngagementA,EngagementB,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",EyeContact,FeelingEngagedB,IdeaB,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",searching for other locations for the advertising campaign.,reading a personal email.,browsing Facebook.,listening to person A.,reading a work-related email from another co-worker.,chatting with another co-worker.,chatting with a friend.,focusing on the document person A is talking about.,looking at a document for another project.,AvgWork,AvgPersonal,AvgMeetin,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#","When person B switched to her second monitor, another webcam was used to record person B.",Please explain in a few sentences how obvious it was to you that person B was recorded with diffe...,How many times switched the recording of person B to another webcam?,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Gender,What is your age?,"How often do you use video conferencing tools? For example, Skype, FaceTime, Google Hangouts etc.","This is the end of the survey, thank you for your participation.   Your unique code is: ...",LocationLatitude,LocationLongitude
R_2WPwqWJFklmvK1p,sidebyside,main,135.26.13.171,9/8/2015 17:14,9/8/2015 17:21,4830happy,Edge,12.1024,Windows NT 10.0,1188x668,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.10240",2.986,83.539,84.748,6,4.12,60.926,94.846,25,1,,1,,1,,,Was talking about locations,was looking at the information being presented,6.248,43.748,44.898,11,4,4,3,4,4,3,10.468,18.595,19.555,4,4,3,4,3.618,61.268,62.401,25,2,3,4,3,2,1,4,4,3,,,,,,,,,,,1.972,21.471,22.629,12,2,2,6,1,31.2671051,-94.646698
R_2pSjIzNawd4mga6,sidebyside,main,54.148.44.119,9/8/2015 17:02,9/8/2015 17:21,7816happy,Chrome,45.0.2454.85,Windows NT 10.0,1440x900,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,74.978,0,8.001,34.038,53.546,5,,1,1,,,1,,talking with the other person explain a place ,talking from skype and searching information,6.998,23.861,24.376,6,3,3,4,3,4,3,7.539,9.778,10.301,3,4,3,4,9.09,31.077,31.495,13,3,4,4,2,3,3,4,4,2,,,,,,,,,,,1.618,13.805,15.633,3,1,3,4,1,45.83990479,-119.7005997
R_2BlIgu63mZqQ7uQ,sidebyside,main,73.182.95.108,9/8/2015 17:19,9/8/2015 17:22,4710happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,61.817,0,5.54,18.054,23.452,6,1,,1,,1,,,Female,Female,1.196,3.393,3.797,7,3,3,3,3,3,3,1.009,1.634,2.365,3,3,3,3,2.472,6.015,6.777,9,3,3,3,3,3,3,3,3,3,,,,,,,,,,,1.461,6.846,8.714,3,2,4,1,1,31.85809326,-81.58540344
R_2sFZZA5CmfKk79n,sidebyside,main,77.236.170.174,9/8/2015 17:16,9/8/2015 17:23,7963happy,Chrome,30.0.1599.114,Linux x86_64,360x640,"Mozilla/5.0 (X11; U; Linux x86_64; bg-bg) AppleWebKit/537.36 (KHTML, like Gecko)  Chrome/30.0.1599.114 Safari/537.36 Puffin/4.3.0.1852AP",32.009,103.502,114.869,2,6.926,93.733,96.245,16,1,,1,,1,,,she speaks more and give information,she listens and agree the locations,7.155,39.358,40.74,9,4,4,3,4,4,4,14.531,38.119,39.521,5,4,4,4,41.839,68.686,70.154,11,4,4,2,4,4,3,2,4,2,,,,,,,,,,,3.159,27.602,28.191,5,1,1,7,1,42.43280029,25.64190674
R_1gBKP7gPktgOqLJ,sidebyside,main,71.60.144.79,9/8/2015 17:19,9/8/2015 17:24,6978happy,Firefox,40,Windows NT 6.3,1366x768,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,10.933,79.678,80.659,4,4.059,38.053,57.807,7,1,,1,,1,,,describing to person B where the locations were,listening to person A and what seemed to be her looking at the pictures of the locations,10.503,35.946,36.869,6,4,2,4,5,5,2,19.667,30.189,31.119,5,2,2,3,9.129,39.808,40.787,10,1,2,3,1,3,2,2,1,3,,,,,,,,,,,1.998,15.152,16.123,6,2,3,2,1,40.47009277,-79.20359802
R_2DZBFDBVZHWAsxG,sidebyside,main,76.122.31.133,9/8/2015 17:17,9/8/2015 17:25,7407happy,Firefox,40,Windows NT 10.0,1536x864,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,79.104,0,4.41,127.481,201.361,28,1,,1,,1,,,Person A was forward and to the point. Never taking her eyes off what she was reading from.,Person B seemed preoccupied with something else going on.,9.049,40.985,43,8,2,2,4,4,4,2,15.151,32.07,33.531,3,2,2,4,17.474,78.09,90.905,9,2,4,4,3,3,2,4,2,3,,,,,,,,,,,3.415,29.262,33.346,5,2,4,4,1,30.28660583,-81.51499939
R_25Z9P7thxQEJwZZ,sidebyside,main,74.243.223.246,9/8/2015 17:24,9/8/2015 17:28,2045happy,Chrome,44.0.2403.133,Android 5.1.1,960x600,"Mozilla/5.0 (Linux; Android 5.1.1; Nexus 7 Build/LMY48I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.133 Safari/537.36",0,0,74.827,0,2.784,32.194,52.683,5,1,,1,,1,,,Person A was looking directly into the camera and talking about their advertising plans.,Person B was looking around and answering noncommittally.,2.896,9.864,10.882,6,1,1,5,5,5,1,4.987,8.885,9.924,3,1,1,2,7.369,19.339,20.197,9,1,4,4,2,3,3,3,1,3,,,,,,,,,,,1.041,4.711,6.13,3,2,3,1,1,34.11920166,-80.86299896
R_2rCuBYV1mCXDRj0,sidebyside,main,198.186.193.94,9/8/2015 17:23,9/8/2015 17:31,5590happy,Chrome,45.0.2454.85,Windows NT 6.2,1366x768,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",200.823,200.823,201.238,1,1.5,21.804,24.375,4,1,,,1,,1,,she was sitting and talking,even she was sitting and talking,23.2,25.977,26.736,7,3,3,3,3,3,3,1.456,2.128,2.85,3,3,3,3,3.326,5.285,6.407,7,3,3,3,4,4,4,4,4,4,,,,,,,,,,,18.515,23.34,24.432,3,1,3,7,1,32.85940552,-117.2072983
R_1kG5yGQ0zPFnTkN,sidebyside,main,135.26.13.171,9/8/2015 17:26,9/8/2015 17:31,7738happy,Edge,12.1024,Windows NT 10.0,1188x668,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.10240",3.62,77.682,79.187,5,1.943,31.17,64.394,9,1,,1,,1,,,presenting the information,listening to information and looking in a different direction some of the video,4.08,45.994,47.138,10,3,4,4,3,4,2,8.695,18.471,19.505,3,4,4,4,5.202,34.175,35.289,10,1,3,4,4,3,2,2,4,2,,,,,,,,,,,1.767,8.425,9.547,4,2,2,7,1,31.2671051,-94.646698
R_daRmTqcjJonbDAl,sidebyside,main,24.113.29.97,9/8/2015 17:28,9/8/2015 17:32,7018happy,Chrome,45.0.2454.85,Windows NT 6.1,1280x800,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,77.303,0,8.685,19.611,49.61,4,1,,1,,,1,,Speaking directly into the phone.,Looking around and thinking about other things.,6.503,23.957,26.087,8,4,4,4,2,4,2,15.706,17.353,19.782,3,1,1,1,6.861,19.73,20.633,10,2,2,2,3,2,2,2,2,2,,,,,,,,,,,1.455,8.995,11.188,3,1,4,1,1,47.99609375,-123.2518997
R_1F9RO6lzSn8gVV9,sidebyside,main,64.251.22.13,9/8/2015 17:28,9/8/2015 17:35,4188happy,MSIE,11,Windows NT 6.1,1366x768,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; rv:11.0) like Gecko,0,0,88.857,0,102.894,235.409,236.576,6,1,,1,,1,,,the person is asking about which best marketing option,Person B just listen to what you ask,1.446,4.662,5.398,6,4,4,4,3,4,4,3.673,4.897,5.961,3,4,4,3,2.531,10.203,10.975,8,4,4,4,3,4,4,4,4,2,,,,,,,,,,,15.478,20.103,21.335,3,1,2,2,1,26.34829712,-80.15850067
R_2D2LUrLxbN9gicN,sidebyside,main,50.11.203.210,9/8/2015 17:37,9/8/2015 17:43,4730happy,Chrome,45.0.2454.85,Windows NT 6.3,1360x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",4.355,4.355,74.158,1,4.137,121.784,125.186,9,1,,1,,1,,,Person A was elaborately describing about AD placements for what I assume is for their company. She was listing their choices of AD placements and telling Person B which were the most expensive and which were the least.,"She was acknowledging and possibly checking out what person A was talking about. She didn't talk much, only saying ""Mmhm."" and the occasional ""Okay."" or ""Yes.""",6.147,19.094,20.293,6,5,4,5,4,5,2,13.673,17.313,18.693,3,4,2,3,13.266,41.583,44.921,9,2,4,3,2,3,3,4,4,3,,,,,,,,,,,1.445,10.081,11.919,3,2,2,7,1,40.04249573,-75.0184021
R_29cVsbasQbLHEbn,sidebyside,main,23.92.223.209,9/8/2015 17:25,9/8/2015 17:43,7170happy,Firefox,40,Windows NT 5.1,1020x589,Mozilla/5.0 (Windows NT 5.1; rv:40.0) Gecko/20100101 Firefox/40.0,24.569,24.569,87.162,1,5.081,271.61,330.307,17,1,,1,,1,,,tell location for ads,she just listened,4.64,116.901,119.488,18,4,4,3,3,4,3,48.317,76.456,76.87,4,3,3,4,8.167,43.247,56.776,13,2,3,3,4,3,3,3,3,3,,,,,,,,,,,1.314,15.132,16.719,5,1,3,2,1,35.97259521,-81.55130005
R_1geIvsXnrIohDj6,sidebyside,main,54.148.44.119,9/8/2015 17:47,9/8/2015 17:49,2592happy,Firefox,40,Windows NT 6.1,1280x720,Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0,12.814,60.928,61.78,12,0.862,12.135,16.859,11,,1,,1,1,,,yes i can,yah i go,1.946,4.284,5.167,6,3,3,3,3,3,3,1.291,2.164,2.829,3,3,3,3,2.004,10.092,10.917,13,2,4,4,4,4,4,3,3,3,,,,,,,,,,,0.884,7.3,7.951,6,2,2,6,1,45.83990479,-119.7005997
R_2S0Jh0X8SzPQLmA,sidebyside,main,65.60.20.67,9/8/2015 17:49,9/8/2015 17:52,3576happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",3.648,62.214,63.854,29,2.631,19.72,31.306,8,1,,1,,,1,,she is talking,she is listening,2.401,6.927,8.056,6,4,5,5,4,4,5,1.802,3.384,6.016,3,5,5,5,3.814,13.58,16.487,20,5,5,5,4,4,5,4,4,5,,,,,,,,,,,2.081,18.771,20.174,25,1,3,2,1,41.8500061,-87.65000153
R_qV0LzdSE22dJwNX,sidebyside,main,108.71.210.230,9/8/2015 17:48,9/8/2015 17:52,7442happy,Firefox,40,Windows NT 5.1,1680x1050,Mozilla/5.0 (Windows NT 5.1; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,62.921,0,2.858,44.593,84.366,5,1,,1,,,1,,Person A was looking straight ahead and describing ad locations and cost.,Person B was looking straight ahead at first but then looked to her right as B was talking.,3.875,13.617,15.011,7,4,3,3,2,2,3,1.337,10.454,14.917,4,2,3,3,2.396,25.225,26.634,11,3,3,2,4,3,2,2,3,2,,,,,,,,,,,1.885,6.641,8.382,3,1,5,2,1,40.0697937,-85.98169708
R_2udsKcaRvg6JUK5,sidebyside,main,50.160.181.106,9/8/2015 17:49,9/8/2015 17:56,7722happy,Chrome,44.0.2403.156,CrOS x86_64 7077.134.0,1366x768,"Mozilla/5.0 (X11; CrOS x86_64 7077.134.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.156 Safari/537.36",100.649,100.649,105.845,1,5.533,66.75,85.422,6,1,,1,,1,,,Talking about locations for marketing,Looking away at something else,24.464,69.896,71.67,7,2,2,4,4,4,2,23.872,34.376,35.649,3,2,2,2,17.66,51.662,53.395,10,2,4,3,2,3,2,2,3,3,,,,,,,,,,,3.561,20.847,24.815,5,2,4,4,1,33.6638031,-84.73310089
R_6eNTXcFJHjkF19T,sidebyside,main,50.118.172.247,9/8/2015 17:54,9/8/2015 17:59,2733happy,Chrome,45.0.2454.85,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",2.879,22.216,92.044,2,2.026,46.004,48.226,6,1,,1,,,1,,A was telling address or locations.,B was noting down them.,5.147,11.734,13.005,6,5,5,5,5,5,5,2.056,3.975,5.085,3,5,5,5,2.989,17.834,18.974,14,5,5,5,5,5,5,5,5,5,,,,,,,,,,,3.441,17.417,18.803,8,1,2,2,1,37.33380127,-121.8914948
R_11hceUNMvk1Bxrp,sidebyside,main,216.177.129.183,9/8/2015 18:11,9/8/2015 18:14,6325happy,Chrome,45.0.2454.85,Windows NT 6.1,1440x900,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,75.867,0,1.387,4.136,24.642,4,1,1,,1,,,,are trying to explain something,trying to understand what the person are saying,1.299,4.745,5.486,8,2,3,3,2,4,2,1.343,2.812,3.357,3,3,2,4,1.228,8.876,9.401,15,3,3,2,3,4,3,2,3,3,,,,,,,,,,,1.102,4.135,5.845,3,2,2,1,1,39.96530151,-83.02349854
R_e3cEpyUXpbRBNJf,sidebyside,main,69.92.87.226,9/8/2015 18:14,9/8/2015 18:18,6467happy,Chrome,45.0.2454.85,Windows NT 6.1,1600x900,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,76.336,0,1.795,31.459,57.446,7,1,,1,,1,,,"Actively leading the meeting.  Engaged in the conversation, o get input from person B on the issue.","Person B was half-in, half-out of the meeting, she was looking over to the side, obviously concentrating on something else. ",6.941,18.414,19.19,6,3,2,5,4,5,2,4.738,13.139,13.713,3,2,2,3,1.941,17.632,18.615,9,2,4,4,3,4,4,4,3,3,,,,,,,,,,,1.336,5.886,7.104,3,1,3,4,1,35.6802063,-101.4309998
R_BDLGzPr8xvPD3od,sidebyside,main,108.59.11.201,9/8/2015 18:18,9/8/2015 18:21,9788happy,Chrome,45.0.2454.85,Windows NT 5.1,1152x864,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,76.275,0,1.795,45.821,47.749,10,1,1,1,1,1,1,,la persona a es buena hablando ,Person B is very precise in its response,5.626,8.39,9.067,6,4,4,4,4,4,4,2.158,4.104,4.761,3,4,5,4,5.148,12.61,13.725,9,5,5,5,5,5,4,3,4,3,,,,,,,,,,,2.719,8.498,9.969,3,1,2,3,1,39.67340088,-75.7052002
R_3mfa3XJm2PtCkOr,sidebyside,main,65.60.20.67,9/8/2015 18:48,9/8/2015 18:52,1993happy,Firefox,40,Windows NT 6.1,1366x768,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,5.992,62.331,67.863,9,1.739,14.122,20.582,9,1,1,1,,,,,answering,listening,21.245,24.733,26.173,6,5,5,5,5,5,5,1.887,3.766,4.93,3,5,5,5,0.114,18.237,19.48,17,5,5,5,5,5,5,5,5,5,,,,,,,,,,,1.688,19.699,21.179,13,1,3,5,1,41.8500061,-87.65000153
R_2sd9QuTJAoMVB3f,sidebyside,main,69.245.222.131,9/8/2015 18:54,9/8/2015 18:55,7154happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",10.07,34.689,35.1,6,1.548,4.407,5.248,2,,1,,1,,1,,Gjagy,Rpiwp,0,0,2.844,0,2,1,2,1,2,1,0,0,2.285,0,2,1,2,0.664,0.664,1.409,1,2,1,2,1,5,1,2,1,2,,,,,,,,,,,2.403,7.415,8.201,6,2,6,6,1,42.16949463,-87.95880127
R_W6zcuz8RYThIh2N,sidebyside,main,73.216.19.58,9/8/2015 18:48,9/8/2015 18:57,6466happy,Firefox,40,Windows NT 5.1,1024x768,Mozilla/5.0 (Windows NT 5.1; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,101.7,0,8.738,24.473,81.629,5,1,,1,,1,,,She was letting person B know where they wanted to advertise. She was video chatting and sending emails.,She was listening. She said very few words. ,7.716,33.96,35.37,7,5,4,5,5,5,5,94.781,106.012,117.647,3,1,4,4,51.248,91.607,95.721,10,4,5,1,5,5,5,3,5,2,,,,,,,,,,,2.886,16.092,17.87,4,2,3,4,1,38.13609314,-79.06230164
R_1DZSFzRTAoeizn6,sidebyside,main,72.95.224.89,9/8/2015 18:57,9/8/2015 19:00,7957happy,Firefox,40,Windows NT 6.3,1920x1080,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,69.544,0,1.852,36.62,73.237,10,1,,1,,1,,,talking and discribing potential places for ad,looking at different screens -one for locations and the other for email,2.969,12.282,13.011,6,5,5,4,3,5,5,5.371,7.451,8.09,3,3,5,5,4.98,16.011,16.885,10,2,2,2,5,2,2,2,5,2,,,,,,,,,,,1.346,6.763,8.086,3,2,5,1,1,40.3690033,-80.04570007
R_2ZWD2H2KxQ6toOn,sidebyside,main,207.244.72.201,9/8/2015 18:54,9/8/2015 19:00,8638happy,Chrome,40.0.2214.93,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.93 Safari/537.36",3.991,63.501,64.873,6,3.418,68.759,89.756,10,1,,1,,1,,,person A was talking about some ideas for marketing advertising  ,person B was listening to person B,8.744,35.159,36.491,6,1,3,4,3,5,1,19.764,39.101,40.022,3,1,2,3,16.196,59.448,60.269,11,4,4,1,3,4,2,2,5,4,,,,,,,,,,,3.382,23.718,25.1,7,1,2,1,1,38.79319763,-77.53659821
R_2t408UWlsw3PQK1,sidebyside,main,65.49.68.176,9/8/2015 18:55,9/8/2015 19:04,2235happy,Chrome,44.0.2403.155,Windows NT 6.3,1600x900,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36",0,0,83.199,0,43.192,222.002,222.596,8,1,,1,,1,,,"Describing the ads, their locations and their price.",Taking notes about what person A was saying.,52.369,88.515,90.054,10,4,5,5,5,4,3,14.519,27.546,28.304,3,2,4,4,8.806,41.372,42.4,14,2,4,1,3,3,3,2,5,2,,,,,,,,,,,2.511,15.97,18.354,3,1,3,2,1,37.51550293,-121.8961945
R_2PbOxoiY3aXlMM4,sidebyside,main,15.219.169.73,9/8/2015 19:10,9/8/2015 19:13,5122happy,Firefox,40,Windows NT 6.1,1600x900,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,68.115,0,2.762,24.297,47.32,5,1,,1,,1,,,She was providing instructions,She was working with serveral monitors,2.518,4.436,5.928,6,3,2,3,2,3,2,1.468,2.115,3.111,3,3,2,3,1.615,4.414,4.988,8,3,2,3,2,3,2,2,3,3,,,,,,,,,,,0.844,7.574,9.403,4,1,3,2,1,32.78309631,-96.80670166
R_2YStCZew1ndCRaE,sidebyside,main,65.49.68.176,9/8/2015 19:07,9/8/2015 19:13,2947happy,Chrome,44.0.2403.155,Windows NT 6.3,1600x900,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36",0,0,68.137,0,1.529,46.441,98.553,5,1,,1,,1,,,Person A was describing the marketing campaign and talking about the ads locations and their prices,Person B was listening to what person A was saying and looking at the photos and the e-mail she had recieved,3.874,16.511,17.036,8,4,5,4,4,5,4,4.568,13.118,13.715,5,3,3,4,3.461,31.12,31.931,14,3,2,2,5,3,3,2,5,2,,,,,,,,,,,1.278,5.105,6.673,3,1,3,2,1,37.51550293,-121.8961945
R_3jcHgn6Di59noR2,sidebyside,main,184.15.79.137,9/8/2015 19:11,9/8/2015 19:14,4129happy,Chrome,45.0.2454.85,Macintosh,1920x1080,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,63.016,0,3.617,7.489,41.044,2,1,1,1,,,,,looking around and at the web cam,sitting there listing to the othere person,2.027,4.243,5.044,6,4,3,4,3,5,4,0.999,1.759,2.503,3,4,3,5,9.591,23.598,24.345,12,2,3,3,4,3,5,4,4,4,,,,,,,,,,,1.15,6.846,7.614,4,1,3,2,1,38.39390564,-81.56459808
R_WpqP85i9ni2RAWJ,sidebyside,main,66.171.228.96,9/8/2015 19:14,9/8/2015 19:22,4372happy,Firefox,40,Windows NT 6.1,1366x768,Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0,67.656,67.656,69.104,1,71.089,276.637,277.678,12,1,,1,,1,,,aks opinion about three potention location for a billboard,listening a potential location,7.684,25.916,27.216,6,4,4,3,4,4,4,14.771,25.667,26.415,3,5,4,4,10.338,49.84,50.742,10,5,5,2,3,2,2,1,5,3,,,,,,,,,,,1.987,18.482,21.049,4,1,2,4,1,33.84030151,-118.3538971
R_07W7hAccMREPM1f,sidebyside,main,199.58.164.123,9/8/2015 19:21,9/8/2015 19:26,9964happy,Chrome,45.0.2454.85,Windows NT 6.1,1024x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,61.587,0,9.67,46.391,17.337,7,1,1,,1,,,,chat two persons for web,listening to the leady,3.593,8.761,9.817,7,4,4,4,3,4,4,5.145,6.642,7.595,3,4,4,4,8.15,15.336,16.258,9,4,4,4,4,3,4,4,3,4,,,,,,,,,,,1.523,6.775,9.298,3,1,3,3,1,32.80729675,-117.1324005
R_1DO6PgscRP5GRFo,sidebyside,main,54.174.77.195,9/8/2015 19:38,9/8/2015 19:40,9742happy,Chrome,45.0.2454.85,Windows NT 6.1,1280x1024,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",51.233,55.231,62.065,4,6.077,8.868,9.783,3,1,,,1,,1,,aa,aa,3.068,5.273,6,6,4,3,4,4,3,3,3.473,4.846,6.445,3,4,4,2,1.976,5.329,6.002,9,5,5,5,4,3,4,5,3,4,,,,,,,,,,,1.232,7.277,8.494,3,1,4,2,1,39.04370117,-77.48750305
R_2Qy5LeYcm45AXIM,sidebyside,main,209.73.137.96,9/8/2015 19:35,9/8/2015 19:43,1651happy,Chrome,46.0.2490.13,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.13 Safari/537.36",3.736,81.852,84.519,10,31.559,136.359,167.439,9,,1,1,1,,,,talking with person b and teaching her about a subject,she was listening carefully what person A was saying to her,7.392,34.157,36.854,6,5,5,3,3,5,4,10.804,21.37,22.186,3,4,4,4,8.207,37.515,40.91,5,5,1,1,5,1,1,1,4,1,,,,,,,,,,,2.581,23.553,24.422,8,2,2,4,1,37.37210083,-121.8643036
R_30dh0J71ttq9DQ6,sidebyside,main,24.211.188.169,9/8/2015 19:59,9/8/2015 20:04,5376happy,Firefox,35,Windows NT 6.1,1366x768,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,0,0,72.738,0,15.182,23.111,43.753,2,1,,1,,,1,,talking to a woman,same as A,1.189,2.49,9.346,7,4,3,3,4,4,4,1.053,2.214,4.021,4,3,4,4,2.216,6.73,14.12,12,3,4,4,4,5,5,5,4,3,,,,,,,,,,,33.036,105.843,108.088,3,1,3,3,1,35.88960266,-78.92440033
R_25vxQmJ9dGXO2X2,sidebyside,main,74.140.208.228,9/8/2015 19:59,9/8/2015 20:04,2676happy,Firefox,40,Windows NT 6.0,1024x768,Mozilla/5.0 (Windows NT 6.0; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,71.634,0,4.766,97.523,98.62,9,1,,1,,1,,,"Person A was mainly focused on person B, while quickly turning her eyes to read what locations the ad was going to be on.",She was paying attention to person A until person A told her to look at the pictures which person B started to do on her left.,7.457,23.883,24.437,7,5,5,4,5,4,4,26.252,35.198,37.033,3,5,5,3,22.014,39.455,40.515,10,4,5,1,5,2,1,1,5,1,,,,,,,,,,,1.674,12.669,14.026,3,1,2,4,1,39.82699585,-84.01869965
R_2vkddJxKVf5POxT,sidebyside,main,76.177.160.209,9/8/2015 20:10,9/8/2015 20:15,7081happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",29.653,31.218,73.501,3,25.728,104.644,106.107,6,1,,1,1,,,,she was reading papers. as well as talking with the other girl.,Person B was assessing person A's answers. And trying to find solutions,3.802,24.116,25.142,7,4,4,3,3,3,4,10.683,18.19,19.309,3,4,4,4,7.047,25.243,26.197,9,4,2,2,4,3,2,2,3,4,,,,,,,,,,,1.564,8.33,11.492,3,1,3,3,1,38.47950745,-82.66020203
